sub,optimal_delayed_score,worry
6000639d15e5f60b499d3e1f_thisExp_2023-05-29_10h34.54.284.csv,0.6270833333333333,27
5ee5defbfe74a3000d106f51_thisExp_2023-05-28_10h41.42.283.csv,0.47291666666666665,70
5cd5e34157a78e001c1bbf99_thisExp_2023-05-28_16h38.04.796.csv,0.8083333333333333,53
5PARTICIPANT_thisExp_2023-05-28_17h15.15.803.csv,0.4916666666666667,66
612f987cfb1894ecd6c33759_thisExp_2022-08-05_12h40.30.173.csv,0.5208333333333334,60
63d508e7cfc3204304a949e2_thisExp_2023-05-28_11h23.02.332.csv,1.0,42
60e85190b9cffd8fed0a064f_thisExp_2023-05-28_10h13.58.194.csv,0.4875,62
644bdfbf6078442ff277a4bb_thisExp_2023-05-28_11h22.15.034.csv,0.47291666666666665,40
55b899c5fdf99b7323bc60e0_thisExp_2023-05-26_10h40.41.056.csv,0.5,60
57d5ab3a722df500017f3622_thisExp_2023-05-29_12h45.35.008.csv,0.4708333333333333,24
60fd05a3cf6e4c9348472e9d_thisExp_2023-05-29_21h31.10.820 2.csv,0.48125,66
646dc9848e53ff1705d8c9c5_thisExp_2023-05-29_10h31.23.595.csv,0.6625,49
63ed0ffba76a3fb9dfe6dbdb_thisExp_2023-05-28_10h46.07.233.csv,0.6395833333333333,59
5PARTICIPANT_thisExp_2023-05-28_17h01.06.127.csv,0.6104166666666666,36
6159edec16e32e7efe2ae811_thisExp_2022-08-04_08h55.34.671.csv,0.5020833333333333,67
60de4cc94dfda4d9e1948e6d_thisExp_2023-05-28_11h16.07.599.csv,0.8333333333333333,70
5Ciara_thisExp_2023-05-29_10h31.10.745.csv,0.875,48
5c5cad3e4ee81200018eafe2_thisExp_2023-05-28_10h16.58.231.csv,0.475,17
5bdfaca767baae00013624fe_thisExp_2023-05-28_09h22.35.451.csv,0.96875,59
5e31a1526ef37a1879a94441_thisExp_2023-05-28_10h06.57.688.csv,0.7,68
5aafd9eff69e940001d88bf4_thisExp_2023-05-28_10h06.42.209.csv,0.8375,51
5ba4d89abf3b9d000152023c_thisExp_2023-05-29_12h45.44.739.csv,0.71875,45
60fd05a3cf6e4c9348472e9d_thisExp_2023-05-29_21h31.10.820.csv,0.48125,66
5e15d85bd62abeba42692ed3_thisExp_2023-05-29_11h49.57.107.csv,0.38541666666666663,67
5AD_thisExp_2023-05-28_12h16.10.170.csv,0.5020833333333333,34
5freelance_tester_thisExp_2022-08-04_08h54.16.691.csv,1.0,27
6146f9458dadc743097fc24f_thisExp_2023-05-29_10h24.56.439.csv,0.4,47
5bff1d05b5b8b600018d9300_thisExp_2023-05-29_10h28.13.891.csv,0.48958333333333337,66
5b421b9ac2e3810001763252_thisExp_2023-05-28_11h40.22.618.csv,0.5229166666666667,60
5Prolific_ID568b76fa39a70e000c57b07a_thisExp_2023-05-28_10h06.45.752.csv,0.6645833333333333,40
54905775fdf99b7255546dfe_thisExp_2023-05-28_10h07.01.261.csv,0.49166666666666664,27
63d7c195a5fb49d5a97bf7d5_thisExp_2023-05-28_10h06.55.013.csv,0.5,40
5PARTICIPANT_thisExp_2023-05-28_10h06.43.082.csv,0.9395833333333333,42
5d8507a6611c9700152f1126_thisExp_2023-05-29_10h27.04.145.csv,0.48125,58
63e61d24e1c77b4b584e879f_thisExp_2023-05-28_11h33.13.573.csv,0.45,52
5fbfffc4e214a60ab1b745fd_thisExp_2023-05-28_10h06.44.966.csv,0.5125,50
5simi_thisExp_2023-05-29_10h29.19.901.csv,0.6125,53
5PARTICIPANT_thisExp_2023-05-29_10h43.01.802.csv,0.4375,22
